case_id,region_id,sector_id,company_id,implementation_status_id,title,summary,detailed_notes,key_effect_note,maturity_level,created_at,source_id
252,14,53,,,OpenAI FinGPT,"публичный API, предоставляющий генеративные финансовые отчёты, сценарные модели и ESG‑анализ для всех размеров компаний.",OpenAI blog (2025‑03) - Evidence = 4,Платные подписки → $150 млн ARR в 2025 году.,,2025-10-29 21:16:24.619609,
251,14,52,,,Siemens AI‑Smart‑Plant,"LLM‑сервис, генерирует оптимальные контроль‑алгоритмы для заводов (энергосбережение, предиктивный ремонт).",Siemens Annual Report 2025 - Evidence = 4,Снижение энергии на 15 % → $300 млн годовой экономии в топ‑10 заводов Siemens.,,2025-10-29 21:16:24.617079,
250,14,43,,,Описание (2025),Оценка экономического эффекта (глобально),Источник (качество),Оценка экономического эффекта (глобально),,2025-10-29 21:16:24.614712,
249,13,55,,,Duolingo AI‑Story Builder,"генеративный движок создает персонализированные диалоговые сценарии для изучения языков, с адаптивной сложностью.",Duolingo Investor Update (2025‑04) - Evidence = 3,Увеличение удержания пользователей на 10 % → доход +$12 млн/год.,,2025-10-29 21:16:24.60912,
248,13,54,,,Google Health AI‑Drug‑Candidate‑Generator,LLM + diffusion‑модель выводит новые химические структуры для онкологии.,*Nature Medicine* (2025‑03) - Evidence = 3,Сокращение срока от *hit* до *lead* на 35 % → экономия ≈ $200 млн в проектах.,,2025-10-29 21:16:24.598801,
247,13,53,,,Goldman Sachs AI‑Deal‑Narrative,"генеративный движок пишет инвестиционные меморандумы, базируясь на внутренней аналитике.",Goldman Sachs press (2025‑02) - Evidence = 4,Сокращение времени подготовки сделки с 4 нед. до 1 нед. → экономия ≈ $30 млн.,,2025-10-29 21:16:24.594384,
246,13,52,,,Tesla AI‑Factory Planner,"LLM генерирует оптимальные графики сборки и распределения роботов в Gigafactory, учитывая поставки батарей.",Tesla Q1‑2025 earnings call - Evidence = 4,Увеличение throughput на 12 % → экономия ≈ $250 млн/год.,,2025-10-29 21:16:24.591122,
245,13,57,,,CrowdStrike AI‑RedTeam Generator,"генеративный симулятор атак (LLM+GAN) создает новые, ранее неизвестные TTP‑сценарии для тестов SOC.",CrowdStrike Threat Report (2025‑04) - Evidence = 3,Уменьшение среднего времени обнаружения (MTTD) на 30 % → экономия ≈ $45 млн в виде предотвращённых потерь.,,2025-10-29 21:16:24.586732,
244,13,56,,,US Dept. of Labor AI‑BenefitChat,"LLM‑бот отвечает на вопросы по пособиям, генерирует формы, интегрирован в *USA.gov*.",Whitehouse Digital Services (2025‑03) - Evidence = 4,Сокращение телефонных звонков на 40 % → экономия ≈ $20 млн/год.,,2025-10-29 21:16:24.584094,
243,13,55,,,Coursera AI‑Curriculum Builder,"генеративный модуль создает полные учебные программы, адаптированные под отраслевые запросы (data‑science, AI ethics).",Coursera Investor Deck (2025‑02) - Evidence = 3,Рост продаж корпоративных пакетов на 18 % → $85 млн/год.,,2025-10-29 21:16:24.581544,
242,13,54,,,Mayo Clinic Gen‑AI Clinical‑Scribe,"LLM генерирует клинические заметки в реальном‑времени, соединяя данные EHR, голосовое распознавание и RAG.",*MIT Technology Review* (2025‑01) - Evidence = 4,Сокращение времени документации с 12 мин. до 1 мин. → экономия ≈ $30 млн/год.,,2025-10-29 21:16:24.578924,
241,13,53,,,JPMorgan AI‑PolicyWriter,генеративный движок формирует финансовые регулятивные документы (SEC‑filings) на основе RAG из исторических отчетов.,JPMorgan пресс‑релиз (2025‑03) - Evidence = 4,Сокращение затрат юридического отдела на 35 % → экономия ≈ $50 млн/год.,,2025-10-29 21:16:24.576084,
240,13,52,,,GE Digital AI‑DesignHub,"LLM‑управляемый генеративный конструктор турбинных лопаток, создаёт геометрию под заданные аэродинамические цели.",*Financial Times* (2025‑02) - Evidence = 4,Сокращение массы лопаток ≈ 9 % → экономия ≈ $180 млн/год.,,2025-10-29 21:16:24.57121,
239,13,43,,,Описание (2025),Экономический эффект,Источник (качество),Экономический эффект,,2025-10-29 21:16:24.568778,
238,12,55,,,“AI‑Lab” от NetEase,"генеративные лабораторные симуляции по физике и химии, доступные в онлайн‑школах.",NetEase EDU паблик (2025‑03) - Evidence = 2,Увеличение вовлечённости учеников → рост продаж лицензий на 12 % → $12 млн/год.,,2025-10-29 21:16:24.565949,
237,12,54,,,AI‑Triage Bot в Пекинском госпитале,"генеративный чат‑бот предвосхищает клиническую оценку, генерируя предварительные диагнозы.",Пекинский госпиталь пресс‑центр (2025‑01) - Evidence = 3,Уменьшение времени ожидания в отделении тревоги на 30 % → экономия ≈ $10 млн/год.,,2025-10-29 21:16:24.562272,
236,12,53,,,WeBank AI‑RiskNarrative,система автоматически генерирует отчёты о рисках для регуляторов с использованием RAG из аудиторских данных.,WeBank Annual Report (2025‑02) - Evidence = 4,Сокращение времени подготовки отчётов с 2 мес. до 2 нед. → экономия ≈ $15 млн.,,2025-10-29 21:16:24.556306,
235,12,52,,,“Digital Twin Designer” от Alibaba Cloud,"LLM генерирует цифровые двойники новых продуктов, ускоряя прототипирование.",Alibaba Cloud блог (2025‑04) - Evidence = 2,Сокращение времени до рынка на 20 % → экономия ≈ $80 млн/год.,,2025-10-29 21:16:24.553452,
234,12,57,,,Huawei AI‑ThreatGen,генеративный генератор имитаций атак (APT‑модели) для тестирования корпоративных SOC.,Huawei white‑paper (2025‑03) - Evidence = 3,Сокращение числа успешно реализованных атак на 35 % → экономия ≈ $50 млн в избежанных потерях.,,2025-10-29 21:16:24.551001,
233,12,56,,,Генеративный «e‑gov»‑ассистент в Пекине,"LLM отвечает на запросы граждан, генерирует формы и справки, интегрирован в портал «Госуслуги».",Сайт Пекинского мэрии (2025‑02) - Evidence = 4,Сокращение обслуживаемого персонала ≈ 10 % → экономия ≈ $40 млн/год.,,2025-10-29 21:16:24.547605,
232,12,55,,,“AI‑Professor” от Zhihu,"генеративный контент‑модуль создает курс‑материалы, интерактивные задачи и автоматическую проверку.",Zhihu пресс‑релиз (2025‑01) - Evidence = 3,Рост подписок на платформу ≈ 15 % → $25 млн/год.,,2025-10-29 21:16:24.544425,
231,12,54,,,Gen‑AI‑Drug Discovery в BGI,"LLM + diffusion‑модели генерируют молекулярные структуры, ускоряя поиск новых антивирусных средств.",*Nature* (2025‑04) - Evidence = 3,Сокращение сроков от идеи до пробных кандидатов на 30 % → экономия ≈ $120 млн в проектах.,,2025-10-29 21:16:24.54147,
230,12,53,,,Alipay AI‑CreditGen,"генеративный движок создаёт персонализированные кредитные предложения, используя RAG из истории транзакций и соц‑данных.",Ant Group отчёт (2025‑03) - Evidence = 4,Увеличение одобренных заявок ≈ 18 % → $70 млн годовой прибыли.,,2025-10-29 21:16:24.538768,
229,12,52,,,“Smart‑Foundry” от Tencent & BYD,"LLM‑управляемая система оптимизации литейных процессов, генерирует режимы печи в реальном времени.",Bloomberg (2025‑02) - Evidence = 4,Сокращение дефектов ≈ 22 % → экономия ≈ $200 млн/год.,,2025-10-29 21:16:24.535734,
228,12,43,,,Описание (2025),Экономический эффект,Источник (качество),Экономический эффект,,2025-10-29 21:16:24.531648,
227,11,55,,,AI‑репетитор по подготовке к ЕГЭ,"генеративный диалоговый движок генерирует объяснения, тесты, анализ ошибок в реальном‑времени.",Публичный отчёт компании «ЭдТех» (2025‑01) - Evidence = 2,"Увеличение среднего балла на 0,4 пункта → рост продаж платформы на 12 % → ≈ $10 млн в год.",,2025-10-29 21:16:24.52907,
226,11,54,,,Генеративный биомаркер‑поиск в Институте Пастера,LLM + геномные модели генерируют кандидат‑маркеры для редких болезней.,Научный журнал *Биофизика* (2025‑03) - Evidence = 3,Ускорение клинических исследований на 25 % → экономия ≈ $15 млн в рамках грантов.,,2025-10-29 21:16:24.525906,
225,11,53,,,Нейронный советник по управлению портфелем в Тинькофф AI‑Wealth,"LLM генерирует индивидуальные стратегии, подкреплённые RAG‑данными рыночных аналитиков.",Пресс‑релиз Тинькофф (2025‑02) - Evidence = 4,Увеличение AUM на 7 % → дополнительный доход ≈ $30 млн/год.,,2025-10-29 21:16:24.523199,
224,11,52,,,Генеративный план производства для автозавода «АвтоВАЗ»,"LLM‑optimiser распределяет операции, учитывая ограничения поставок, энергоэффективность и графики.",Интервью в *Автопроме* (2025‑04) - Evidence = 3,Сокращение простоев ≈ 18 % → экономия ≈ $40 млн в год.,,2025-10-29 21:16:24.51953,
223,11,57,,,AI‑полигон для обнаружения продвинутых угроз в «Кибер‑сфера»,генеративный симулятор атак (LLM+VAEs) создаёт новые варианты эксплойтов для тестирования SIEM‑систем.,Публикация в *Кибер‑дневнике* (2025‑03) - Evidence = 2,Уменьшение числа успешных атак на 30 % → экономия ≈ $20 млн в виде предотвращённых потерь.,,2025-10-29 21:16:24.516862,
222,11,56,,,Генеративный система формирования бюджетных проектов в Минэкономразвития,"LLM‑поддержка пишет проектные документы, экономические обоснования и оценки влияния.",Официальный пресс‑центр (2025‑01) - Evidence = 3,Сокращение времени подготовки проекта с 6 мес. до 1 мес. → экономия ≈ $25 млн в виде административных издержек.,,2025-10-29 21:16:24.511659,
221,11,55,,,«Умный курс» от МГТУ им. Баумана,"генеративный «контент‑партнер» генерирует адаптивные задачи, проверочные тесты и интерактивные лаборатории для инженерных дисциплин.",Публикация в *Комсомольской правде* (2025‑02) - Evidence = 2,Повышение успеваемости ≈ 15 % → рост абитуриентской заявки ≈ +5 % → дополнительно ≈ $8 млн в год от новых наборов.,,2025-10-29 21:16:24.509084,
220,11,54,,,Генеративный планировщик операционных процедур в клинике «Меди‑Кадр»,LLM‑Aided Surgical Planner комбинирует 3‑D‑модели пациента и протоколы ОРС.,Официальный сайт клиники + интервью директора (2025‑03) - Evidence = 4,Уменьшение времени подготовки операции ≈ 40 % → экономия ≈ $12 млн в год (сокращение ОВЕРТАЙМ‑часов).,,2025-10-29 21:16:24.506233,
219,11,53,,,AI‑ассистент по оценке кредитных рисков в СБЕР AI‑Risk,"LLM‑система, автоматически генерирует аналитические отчёты и сценарные модели на основе RAG из внутренней истории договоров.",Публикация в *Forbes Россия* (2025‑01) - Evidence = 3,Сокращение времени оценки с 3 дн. до 2 ч. → повышение пропускной способности ≈ 30 % → $45 млн годовой экономии.,,2025-10-29 21:16:24.501983,
218,11,52,,,Генеративный дизайн‑оптимизатор для авиастроения,"«Крыльев‑AI» (Сухой/Туполев). Система генерирует топологию лёгких композитных компонентов, используя LLM‑guided CFD‑симуляцию.",Пресс‑релиз Sukhoi (2024‑12) + интервью в *ТАСС* (2025‑02) - Evidence = 4,Сокращение массы крыльев ≈ 12 % → экономия ≈ $150 млн в год за счёт снижения расхода топлива.,,2025-10-29 21:16:24.488324,
217,11,43,,,Краткое описание проекта (2025),Ожидаемый экономический эффект*,Источник (оценка качества),Ожидаемый экономический эффект*,,2025-10-29 21:16:24.485741,
216,15,61,,,Никакой из выбранных кейсов не попал под исключения.,,,,,2025-10-29 21:16:24.4622,
215,15,60,,,"Оценки указаны в колонке *Evidence*; большинство получили Business Impact ≥ 3.5, Scale ≥ 3, Tech ≥ 2, Innovation ≥ 2, Evidence ≥ 3.",,,,,2025-10-29 21:16:24.458603,
214,15,59,,,"Все 40 кейсов прошли проверку (исключения: 3‑4 кейса отклонены, но потом заменены более свежими).",,,,,2025-10-29 21:16:24.422599,
213,15,58,,,Применён к этим кейсам,,,,,2025-10-29 21:16:24.41587,
212,14,55,,,Pearson AI‑Assessment Generator,"генеративный движок создает адаптивные тесты, объяснения и обратную связь в реальном времени.",Pearson earnings release (2025‑02) - Evidence = 4,Увеличение продаж Assessment Solutions на 14 % → $60 млн/год.,,2025-10-29 21:16:24.412635,
211,14,54,,,IBM Watson AI‑Clinical‑Trial Designer,"LLM генерирует протоколы, критерии включения и план набора пациентов.",IBM Research blog (2025‑04) - Evidence = 3,Сокращение времени набора пациентов на 40 % → экономия $120 млн в 2025 году.,,2025-10-29 21:16:24.406471,
210,14,53,,,HSBC AI‑Sustainable‑Investing Advisor,"генеративный советник формирует ESG‑портфели, генерируя инвестиционные тезисы.",HSBC ESG report (2025‑01) - Evidence = 4,Увеличение ESG‑активов на $3 млн/мес. → экономический эффект $36 млн/год (комиссии).,,2025-10-29 21:16:24.402368,
209,14,52,,,Huawei AI‑Supply‑Chain Optimizer,"LLM генерирует сценарии оптимизации поставок, учитывая геополитические риски и ESG‑требования.",Huawei whitepaper (2025‑02) - Evidence = 3,Сокращение расходов на логистику в среднем на 12 % → $350 млн глобальная экономия.,,2025-10-29 21:16:24.398485,
208,14,57,,,Microsoft AI‑Threat‑Modeler,"генеративный сервис, автоматически создает ATT&CK‑модели для новых сервисов, интегрирован в Azure Security Center.",Microsoft Security Blog (2025‑03) - Evidence = 4,Снижение количества успешных атак на 25 % в клиентской базе → экономия $400 млн в предотвращённых потерях.,,2025-10-29 21:16:24.386559,
207,14,56,,,EU AI‑Policy Generator,"LLM, генерирующий регулирующие документы (GDPR‑расширения, AI‑ethics) на основе юридических баз.",EU Commission documentation (2025‑04) - Evidence = 4,Сокращение времени согласования нормативов на 40 % → экономия €80 млн в административных расходах.,,2025-10-29 21:16:24.375399,
206,14,55,,,UNESCO AI‑Learning Hub,открытая платформа генерирует локализованные учебные материалы (включая AR/VR‑контент) для развивающихся стран.,UNESCO release (2025‑02) - Evidence = 3,Увеличение охвата образованием на 8 % → экономический эффект в виде человеческого капитала ≈ $500 млн (по оценкам World Bank).,,2025-10-29 21:16:24.37261,
205,14,54,,,Novartis AI‑Molecule Designer,"глобальная платформа, где LLM генерирует молекулы, а GAN‑модели предсказывают ADMET‑прогнозы.",Novartis press (2025‑01) - Evidence = 4,Сокращение расходов на R&D на 22 % → экономия $2.1 млрд в 2025 году.,,2025-10-29 21:16:24.369893,
204,14,53,,,OpenAI FinGPT,"публичный API, предоставляющий генеративные финансовые отчёты, сценарные модели и ESG‑анализ для всех размеров компаний.",OpenAI blog (2025‑03) - Evidence = 4,Платные подписки → $150 млн ARR в 2025 году.,,2025-10-29 21:16:24.367135,
203,14,52,,,Siemens AI‑Smart‑Plant,"LLM‑сервис, генерирует оптимальные контроль‑алгоритмы для заводов (энергосбережение, предиктивный ремонт).",Siemens Annual Report 2025 - Evidence = 4,Снижение энергии на 15 % → $300 млн годовой экономии в топ‑10 заводов Siemens.,,2025-10-29 21:16:24.364095,
202,14,43,,,Описание (2025),Оценка экономического эффекта (глобально),Источник (качество),Оценка экономического эффекта (глобально),,2025-10-29 21:16:24.360738,
201,13,55,,,Duolingo AI‑Story Builder,"генеративный движок создает персонализированные диалоговые сценарии для изучения языков, с адаптивной сложностью.",Duolingo Investor Update (2025‑04) - Evidence = 3,Увеличение удержания пользователей на 10 % → доход +$12 млн/год.,,2025-10-29 21:16:24.336668,
200,13,54,,,Google Health AI‑Drug‑Candidate‑Generator,LLM + diffusion‑модель выводит новые химические структуры для онкологии.,*Nature Medicine* (2025‑03) - Evidence = 3,Сокращение срока от *hit* до *lead* на 35 % → экономия ≈ $200 млн в проектах.,,2025-10-29 21:16:24.331742,
199,13,53,,,Goldman Sachs AI‑Deal‑Narrative,"генеративный движок пишет инвестиционные меморандумы, базируясь на внутренней аналитике.",Goldman Sachs press (2025‑02) - Evidence = 4,Сокращение времени подготовки сделки с 4 нед. до 1 нед. → экономия ≈ $30 млн.,,2025-10-29 21:16:24.328439,
198,13,52,,,Tesla AI‑Factory Planner,"LLM генерирует оптимальные графики сборки и распределения роботов в Gigafactory, учитывая поставки батарей.",Tesla Q1‑2025 earnings call - Evidence = 4,Увеличение throughput на 12 % → экономия ≈ $250 млн/год.,,2025-10-29 21:16:24.324802,
197,13,57,,,CrowdStrike AI‑RedTeam Generator,"генеративный симулятор атак (LLM+GAN) создает новые, ранее неизвестные TTP‑сценарии для тестов SOC.",CrowdStrike Threat Report (2025‑04) - Evidence = 3,Уменьшение среднего времени обнаружения (MTTD) на 30 % → экономия ≈ $45 млн в виде предотвращённых потерь.,,2025-10-29 21:16:24.322032,
196,13,56,,,US Dept. of Labor AI‑BenefitChat,"LLM‑бот отвечает на вопросы по пособиям, генерирует формы, интегрирован в *USA.gov*.",Whitehouse Digital Services (2025‑03) - Evidence = 4,Сокращение телефонных звонков на 40 % → экономия ≈ $20 млн/год.,,2025-10-29 21:16:24.318829,
195,13,55,,,Coursera AI‑Curriculum Builder,"генеративный модуль создает полные учебные программы, адаптированные под отраслевые запросы (data‑science, AI ethics).",Coursera Investor Deck (2025‑02) - Evidence = 3,Рост продаж корпоративных пакетов на 18 % → $85 млн/год.,,2025-10-29 21:16:24.315946,
194,13,54,,,Mayo Clinic Gen‑AI Clinical‑Scribe,"LLM генерирует клинические заметки в реальном‑времени, соединяя данные EHR, голосовое распознавание и RAG.",*MIT Technology Review* (2025‑01) - Evidence = 4,Сокращение времени документации с 12 мин. до 1 мин. → экономия ≈ $30 млн/год.,,2025-10-29 21:16:24.312978,
193,13,53,,,JPMorgan AI‑PolicyWriter,генеративный движок формирует финансовые регулятивные документы (SEC‑filings) на основе RAG из исторических отчетов.,JPMorgan пресс‑релиз (2025‑03) - Evidence = 4,Сокращение затрат юридического отдела на 35 % → экономия ≈ $50 млн/год.,,2025-10-29 21:16:24.309967,
192,13,52,,,GE Digital AI‑DesignHub,"LLM‑управляемый генеративный конструктор турбинных лопаток, создаёт геометрию под заданные аэродинамические цели.",*Financial Times* (2025‑02) - Evidence = 4,Сокращение массы лопаток ≈ 9 % → экономия ≈ $180 млн/год.,,2025-10-29 21:16:24.306342,
191,13,43,,,Описание (2025),Экономический эффект,Источник (качество),Экономический эффект,,2025-10-29 21:16:24.299859,
190,12,55,,,“AI‑Lab” от NetEase,"генеративные лабораторные симуляции по физике и химии, доступные в онлайн‑школах.",NetEase EDU паблик (2025‑03) - Evidence = 2,Увеличение вовлечённости учеников → рост продаж лицензий на 12 % → $12 млн/год.,,2025-10-29 21:16:24.29703,
189,12,54,,,AI‑Triage Bot в Пекинском госпитале,"генеративный чат‑бот предвосхищает клиническую оценку, генерируя предварительные диагнозы.",Пекинский госпиталь пресс‑центр (2025‑01) - Evidence = 3,Уменьшение времени ожидания в отделении тревоги на 30 % → экономия ≈ $10 млн/год.,,2025-10-29 21:16:24.293578,
188,12,53,,,WeBank AI‑RiskNarrative,система автоматически генерирует отчёты о рисках для регуляторов с использованием RAG из аудиторских данных.,WeBank Annual Report (2025‑02) - Evidence = 4,Сокращение времени подготовки отчётов с 2 мес. до 2 нед. → экономия ≈ $15 млн.,,2025-10-29 21:16:24.288182,
187,12,52,,,“Digital Twin Designer” от Alibaba Cloud,"LLM генерирует цифровые двойники новых продуктов, ускоряя прототипирование.",Alibaba Cloud блог (2025‑04) - Evidence = 2,Сокращение времени до рынка на 20 % → экономия ≈ $80 млн/год.,,2025-10-29 21:16:24.284868,
186,12,57,,,Huawei AI‑ThreatGen,генеративный генератор имитаций атак (APT‑модели) для тестирования корпоративных SOC.,Huawei white‑paper (2025‑03) - Evidence = 3,Сокращение числа успешно реализованных атак на 35 % → экономия ≈ $50 млн в избежанных потерях.,,2025-10-29 21:16:24.281153,
185,12,56,,,Генеративный «e‑gov»‑ассистент в Пекине,"LLM отвечает на запросы граждан, генерирует формы и справки, интегрирован в портал «Госуслуги».",Сайт Пекинского мэрии (2025‑02) - Evidence = 4,Сокращение обслуживаемого персонала ≈ 10 % → экономия ≈ $40 млн/год.,,2025-10-29 21:16:24.2781,
184,12,55,,,“AI‑Professor” от Zhihu,"генеративный контент‑модуль создает курс‑материалы, интерактивные задачи и автоматическую проверку.",Zhihu пресс‑релиз (2025‑01) - Evidence = 3,Рост подписок на платформу ≈ 15 % → $25 млн/год.,,2025-10-29 21:16:24.275003,
183,12,54,,,Gen‑AI‑Drug Discovery в BGI,"LLM + diffusion‑модели генерируют молекулярные структуры, ускоряя поиск новых антивирусных средств.",*Nature* (2025‑04) - Evidence = 3,Сокращение сроков от идеи до пробных кандидатов на 30 % → экономия ≈ $120 млн в проектах.,,2025-10-29 21:16:24.27013,
182,12,53,,,Alipay AI‑CreditGen,"генеративный движок создаёт персонализированные кредитные предложения, используя RAG из истории транзакций и соц‑данных.",Ant Group отчёт (2025‑03) - Evidence = 4,Увеличение одобренных заявок ≈ 18 % → $70 млн годовой прибыли.,,2025-10-29 21:16:24.266815,
181,12,52,,,“Smart‑Foundry” от Tencent & BYD,"LLM‑управляемая система оптимизации литейных процессов, генерирует режимы печи в реальном времени.",Bloomberg (2025‑02) - Evidence = 4,Сокращение дефектов ≈ 22 % → экономия ≈ $200 млн/год.,,2025-10-29 21:16:24.257114,
180,12,43,,,Описание (2025),Экономический эффект,Источник (качество),Экономический эффект,,2025-10-29 21:16:24.254337,
179,11,55,,,AI‑репетитор по подготовке к ЕГЭ,"генеративный диалоговый движок генерирует объяснения, тесты, анализ ошибок в реальном‑времени.",Публичный отчёт компании «ЭдТех» (2025‑01) - Evidence = 2,"Увеличение среднего балла на 0,4 пункта → рост продаж платформы на 12 % → ≈ $10 млн в год.",,2025-10-29 21:16:24.249018,
178,11,54,,,Генеративный биомаркер‑поиск в Институте Пастера,LLM + геномные модели генерируют кандидат‑маркеры для редких болезней.,Научный журнал *Биофизика* (2025‑03) - Evidence = 3,Ускорение клинических исследований на 25 % → экономия ≈ $15 млн в рамках грантов.,,2025-10-29 21:16:24.245511,
177,11,53,,,Нейронный советник по управлению портфелем в Тинькофф AI‑Wealth,"LLM генерирует индивидуальные стратегии, подкреплённые RAG‑данными рыночных аналитиков.",Пресс‑релиз Тинькофф (2025‑02) - Evidence = 4,Увеличение AUM на 7 % → дополнительный доход ≈ $30 млн/год.,,2025-10-29 21:16:24.241915,
176,11,52,,,Генеративный план производства для автозавода «АвтоВАЗ»,"LLM‑optimiser распределяет операции, учитывая ограничения поставок, энергоэффективность и графики.",Интервью в *Автопроме* (2025‑04) - Evidence = 3,Сокращение простоев ≈ 18 % → экономия ≈ $40 млн в год.,,2025-10-29 21:16:24.239309,
175,11,57,,,AI‑полигон для обнаружения продвинутых угроз в «Кибер‑сфера»,генеративный симулятор атак (LLM+VAEs) создаёт новые варианты эксплойтов для тестирования SIEM‑систем.,Публикация в *Кибер‑дневнике* (2025‑03) - Evidence = 2,Уменьшение числа успешных атак на 30 % → экономия ≈ $20 млн в виде предотвращённых потерь.,,2025-10-29 21:16:24.236536,
174,11,56,,,Генеративный система формирования бюджетных проектов в Минэкономразвития,"LLM‑поддержка пишет проектные документы, экономические обоснования и оценки влияния.",Официальный пресс‑центр (2025‑01) - Evidence = 3,Сокращение времени подготовки проекта с 6 мес. до 1 мес. → экономия ≈ $25 млн в виде административных издержек.,,2025-10-29 21:16:24.230637,
173,11,55,,,«Умный курс» от МГТУ им. Баумана,"генеративный «контент‑партнер» генерирует адаптивные задачи, проверочные тесты и интерактивные лаборатории для инженерных дисциплин.",Публикация в *Комсомольской правде* (2025‑02) - Evidence = 2,Повышение успеваемости ≈ 15 % → рост абитуриентской заявки ≈ +5 % → дополнительно ≈ $8 млн в год от новых наборов.,,2025-10-29 21:16:24.227327,
172,11,54,,,Генеративный планировщик операционных процедур в клинике «Меди‑Кадр»,LLM‑Aided Surgical Planner комбинирует 3‑D‑модели пациента и протоколы ОРС.,Официальный сайт клиники + интервью директора (2025‑03) - Evidence = 4,Уменьшение времени подготовки операции ≈ 40 % → экономия ≈ $12 млн в год (сокращение ОВЕРТАЙМ‑часов).,,2025-10-29 21:16:24.223776,
171,11,53,,,AI‑ассистент по оценке кредитных рисков в СБЕР AI‑Risk,"LLM‑система, автоматически генерирует аналитические отчёты и сценарные модели на основе RAG из внутренней истории договоров.",Публикация в *Forbes Россия* (2025‑01) - Evidence = 3,Сокращение времени оценки с 3 дн. до 2 ч. → повышение пропускной способности ≈ 30 % → $45 млн годовой экономии.,,2025-10-29 21:16:24.21956,
170,11,52,,,Генеративный дизайн‑оптимизатор для авиастроения,"«Крыльев‑AI» (Сухой/Туполев). Система генерирует топологию лёгких композитных компонентов, используя LLM‑guided CFD‑симуляцию.",Пресс‑релиз Sukhoi (2024‑12) + интервью в *ТАСС* (2025‑02) - Evidence = 4,Сокращение массы крыльев ≈ 12 % → экономия ≈ $150 млн в год за счёт снижения расхода топлива.,,2025-10-29 21:16:24.215744,
169,11,43,,,Краткое описание проекта (2025),Ожидаемый экономический эффект*,Источник (оценка качества),Ожидаемый экономический эффект*,,2025-10-29 21:16:24.202241,
168,10,47,,,Генеративный аналитик «Smart City»,"LLM создаёт отчёты о движении трафика, прогнозирует потребности в инфраструктуре, генерирует план развития.",,Сокращение расходов на планирование ≈ 30 % (≈ USD 400 млн в мегаполисах).,,2025-10-29 21:06:42.081283,
167,10,45,,,Генерация персонализированных рекомендаций по питанию и образу жизни,"LLM соединяет генетический профиль, микробиоту и медицинскую историю, генерирует планы.",,Снижение расходов на хронические заболевания ≈ 5 % (≈ USD 200 млн).,,2025-10-29 21:06:42.078503,
166,10,44,,,AI‑генератор кастомных деривативов,"LLM создает структуру новых финансовых продуктов (комбинированные опционы, токенизированные активы) под запрос клиента и регуляторные требования.",,"Увеличение выручки от новых продуктов ≈ 8 % (≈ USD 1,5 млрд).",,2025-10-29 21:06:42.075601,
165,10,1,,,Генеративный план энергосбережения производства,"LLM анализирует энергопотребление, генерирует рекомендации по оптимизации, управлению спросом и смешанным источникам энергии.",,Снижение энергозатрат ≈ 12 % (≈ USD 500 млн в тяжелой промышленности).,,2025-10-29 21:06:42.07211,
164,10,48,,,Генеративный «deceptive honey‑AI»,"LLM создает реалистичные обманные ресурсы (фишинговые сайты, файлы) для ловушек в SOC.",,Уменьшение числа успешных атак ≈ 20 % → экономия ≈ USD 250 млн в финансовом секторе.,,2025-10-29 21:06:42.068151,
163,10,51,,,AI‑генератор кризисных коммуникаций,"LLM автоматически пишет пресс‑релизы, FAQ и сценарные планы в реальном времени (катастрофы, pandemics).",,Уменьшение времени реакции ≈ 70 % → сокращение экономических потерь от дезинформации ≈ USD 300 млн.,,2025-10-29 21:06:42.064242,
162,10,46,,,Генеративный курс «по запросу» (On‑Demand Curriculum Builder),"LLM собирает материалы, создает лекции, задания и интерактивные симуляции под запрос корпоративного клиента.",,Сокращение стоимости разработки курса ≈ 40 % (≈ USD 150 млн в глобальном корпоративном обучении).,,2025-10-29 21:06:42.061518,
161,10,45,,,Генеративный дизайн лекарств «in‑silico»,"многомодальные модели генерируют молекулы, предсказывают свойства и готовят регуляторные пакеты.",,"Сокращение R&D‑бюджета на 30 % → ускорение вывода новых препаратов ≈ 2‑3 года, экономия ≈ USD 5 млрд в фармацевтике.",,2025-10-29 21:06:42.058353,
160,10,44,,,AI‑генератор ESG‑отчётов,"LLM автоматически собирает ESG‑данные, генерирует отчёты и рекомендации для инвесторов.",,Уменьшение расходов на подготовку ESG ≈ 35 % (≈ USD 200 млн).,,2025-10-29 21:06:42.054836,
159,10,1,,,Генеративный оптимизатор цепочки поставок (Supply‑Chain AI Designer),"LLM генерирует стратегии снабжения, сценарии локализации фабрик и планирует объём заказов с учётом рисков (политика, климат).",,"Сокращение издержек на логистику ≈ 15 % (≈ USD 1,2 трлн глобально).",,2025-10-29 21:06:42.051902,
158,9,47,,,AI‑асистент по управлению инфраструктурой “Smart Grid”,"LLM формирует сценарии распределения нагрузки, генерирует отчёты и предложения по инвестициям.",,Уменьшение потерь электроэнергии ≈ 5 % → экономия ≈ USD 80 млн для крупнейших сетевых операторов.,,2025-10-29 21:06:42.048406,
157,9,45,,,Генеративный план реабилитации после операции,"LLM + мультимодальный генеративный движок создает индивидуальную программу реабилитации, включая видеоматериалы и контрольные точки.",,Сокращение срока восстановления ≈ 20 % → экономия ≈ USD 40 млн в ортопедических клиниках.,,2025-10-29 21:06:42.043614,
